category,clasificacion,code8,description
Hostelería y restauración,Suministros,15812122,Empanadas dulces
Hostelería y restauración,Suministros,15812200,Pasteles
Hostelería y restauración,Suministros,15813000,Productos para el desayuno
Hostelería y restauración,Suministros,15820000,Biscotes y galletas; pasteles y productos de pastelería conservados
Hostelería y restauración,Suministros,15821000,Productos de pan tostado y de pastelería
Hostelería y restauración,Suministros,15821100,Productos de pan tostado
Hostelería y restauración,Suministros,15821110,Pan tostado
Hostelería y restauración,Suministros,15821130,Galletas crocantes
Hostelería y restauración,Suministros,15821150,Biscotes
Hostelería y restauración,Suministros,15821200,Galletas dulces
Hostelería y restauración,Suministros,15830000,Azúcar y productos conexos
Hostelería y restauración,Suministros,15831000,Azúcar
Hostelería y restauración,Suministros,15831200,Azúcar blanco
Hostelería y restauración,Suministros,15831300,Azúcar y jarabe de arce
Hostelería y restauración,Suministros,15831400,Melazas
Hostelería y restauración,Suministros,15831500,Jarabes de azúcar
Hostelería y restauración,Suministros,15831600,Miel
Hostelería y restauración,Suministros,15832000,Residuos de la industria azucarera
Hostelería y restauración,Suministros,15833000,Productos del azúcar
Hostelería y restauración,Suministros,15833100,Postres
Hostelería y restauración,Suministros,15833110,Fondos de tarta
Hostelería y restauración,Suministros,15840000,Cacao; chocolate y productos de confitería
Hostelería y restauración,Suministros,15841000,Cacao
Hostelería y restauración,Suministros,15841100,Pasta de cacao
Hostelería y restauración,Suministros,15841200,"Manteca, grasa o aceite de cacao"
Hostelería y restauración,Suministros,15841300,Cacao en polvo no azucarado
Hostelería y restauración,Suministros,15841400,Cacao en polvo azucarado
Hostelería y restauración,Suministros,15842000,Chocolate y artículos de confitería
Hostelería y restauración,Suministros,15842100,Chocolate
Hostelería y restauración,Suministros,15842200,Productos a base de chocolate
Hostelería y restauración,Suministros,15842210,Chocolate para beber
Hostelería y restauración,Suministros,15842220,Tabletas de chocolate
Hostelería y restauración,Suministros,15842300,Artículos de confitería
Hostelería y restauración,Suministros,15842310,Caramelos
Hostelería y restauración,Suministros,15842320,Turrón
Hostelería y restauración,Suministros,15842400,"Frutas, frutos de cáscara o cáscaras de fruta conservados con azúcar"
Hostelería y restauración,Suministros,15850000,Pastas alimenticias
Hostelería y restauración,Suministros,15851000,Productos farináceos
Hostelería y restauración,Suministros,15851100,Pastas alimenticias sin cocer
Hostelería y restauración,Suministros,15851200,Pastas alimenticias y cuscús preparados
Hostelería y restauración,Suministros,15851210,Pastas alimenticias preparadas
Hostelería y restauración,Suministros,15851220,Pastas alimenticias rellenas
Hostelería y restauración,Suministros,15851230,Lasañas
Hostelería y restauración,Suministros,15851250,Cuscús
Hostelería y restauración,Suministros,15851290,Pastas alimenticias enlatadas
Hostelería y restauración,Suministros,15860000,"Café, té y productos conexos"
Hostelería y restauración,Suministros,15861000,Café
Hostelería y restauración,Suministros,15861100,Café tostado
Hostelería y restauración,Suministros,15861200,Café descafeinado
Hostelería y restauración,Suministros,15862000,Sucedáneos del café
Hostelería y restauración,Suministros,15863000,Té
Hostelería y restauración,Suministros,15863100,Té verde
Hostelería y restauración,Suministros,15863200,Té negro
Hostelería y restauración,Suministros,15864000,Preparaciones de té o de mate
Hostelería y restauración,Suministros,15864100,Bolsitas de té
Hostelería y restauración,Suministros,15865000,Infusiones de hierbas
Hostelería y restauración,Suministros,15870000,Condimentos y sazonadores
Hostelería y restauración,Suministros,15871000,Vinagre; salsas; condimentos compuestos; harina y polvo de mostaza; mostaza preparada
Hostelería y restauración,Suministros,15871100,Vinagre y sucedáneos del vinagre
Hostelería y restauración,Suministros,15871110,Vinagre o equivalente
Hostelería y restauración,Suministros,15871200,"Salsas, condimentos compuestos y sazonadores compuestos"
Hostelería y restauración,Suministros,15871210,Salsa de soja
Hostelería y restauración,Suministros,15871230,Ketchup
Hostelería y restauración,Suministros,15871250,Mostaza
Hostelería y restauración,Suministros,15871260,Salsas
Hostelería y restauración,Suministros,15871270,Condimentos compuestos
Hostelería y restauración,Suministros,15871273,Mayonesa
Hostelería y restauración,Suministros,15871274,Productos para untar bocadillos
Hostelería y restauración,Suministros,15871279,Chutney
Hostelería y restauración,Suministros,15872000,Hierbas y especias
Hostelería y restauración,Suministros,15872100,Pimienta
Hostelería y restauración,Suministros,15872200,Especias
Hostelería y restauración,Suministros,15872300,Hierbas
Hostelería y restauración,Suministros,15872400,Sal
Hostelería y restauración,Suministros,15872500,Jengibre
Hostelería y restauración,Suministros,15880000,Productos alimenticios especiales
Hostelería y restauración,Suministros,15881000,Preparaciones alimenticias homogeneizadas
Hostelería y restauración,Suministros,15882000,Productos dietéticos
Hostelería y restauración,Suministros,15884000,Alimentos infantiles
Hostelería y restauración,Suministros,15890000,Productos alimenticios diversos y alimentos secos
Hostelería y restauración,Suministros,15891000,Sopas y caldos
Hostelería y restauración,Suministros,15891100,Sopas de carne
Hostelería y restauración,Suministros,15891200,Sopas de pescado
Hostelería y restauración,Suministros,15891300,Sopas compuestas
Hostelería y restauración,Suministros,15891400,Sopas
Hostelería y restauración,Suministros,15891410,Sopas instantáneas
Hostelería y restauración,Suministros,15891500,Caldos
Hostelería y restauración,Suministros,15891600,Concentrados de caldo
Hostelería y restauración,Suministros,15891610,Caldos instantáneos
Hostelería y restauración,Suministros,15891900,Sopas de verduras
Hostelería y restauración,Suministros,15892000,"Jugos y extractos vegetales, sustancias pépticas y espesantes"
Hostelería y restauración,Suministros,15892100,Jugos vegetales
Hostelería y restauración,Suministros,15892200,Extractos vegetales
Hostelería y restauración,Suministros,15892400,Espesantes
Hostelería y restauración,Suministros,15893000,Productos secos
Hostelería y restauración,Suministros,15893100,Mezclas para comidas
Hostelería y restauración,Suministros,15893200,Mezclas para postres
Hostelería y restauración,Suministros,15893300,Mezclas para salsas
Hostelería y restauración,Suministros,15894000,Productos alimenticios elaborados
Hostelería y restauración,Suministros,15894100,Comidas vegetarianas
Hostelería y restauración,Suministros,15894200,Comidas preparadas
Hostelería y restauración,Suministros,15894210,Comidas para colegios
Hostelería y restauración,Suministros,15894220,Comidas para hospitales
Hostelería y restauración,Suministros,15894300,Bandejas de comida preparada
Hostelería y restauración,Suministros,15894400,Aperitivos
Hostelería y restauración,Suministros,15894500,Productos para máquinas automáticas distribuidoras
Hostelería y restauración,Suministros,15894600,Alimentos para bocadillos
Hostelería y restauración,Suministros,15894700,Comestibles finos preparados
Hostelería y restauración,Suministros,15895000,Productos para comida rápida
Hostelería y restauración,Suministros,15895100,Hamburguesas
Hostelería y restauración,Suministros,15896000,Productos congelados
Hostelería y restauración,Suministros,15897000,Productos enlatados y raciones de campaña
Hostelería y restauración,Suministros,15897100,Raciones de campaña
Hostelería y restauración,Suministros,15897200,Productos enlatados
Hostelería y restauración,Suministros,15897300,Paquetes de comida
Hostelería y restauración,Suministros,15898000,Levadura
Hostelería y restauración,Suministros,15899000,Polvos para hornear
Hostelería y restauración,Suministros,15900000,"Bebidas, tabaco y productos relacionados"
Hostelería y restauración,Suministros,15910000,Bebidas alcohólicas destiladas
Hostelería y restauración,Suministros,15911000,Bebidas espirituosas
Hostelería y restauración,Suministros,15911100,Aguardientes
Hostelería y restauración,Suministros,15911200,Licores
Hostelería y restauración,Suministros,15930000,Vinos
Hostelería y restauración,Suministros,15931000,Vinos no aromatizados
Hostelería y restauración,Suministros,15931100,Vino espumoso
Hostelería y restauración,Suministros,15931200,Vino de mesa
Hostelería y restauración,Suministros,15931300,Oporto
Hostelería y restauración,Suministros,15931400,Vino de Madeira
Hostelería y restauración,Suministros,15931500,Mosto de uva
Hostelería y restauración,Suministros,15931600,Jerez
Hostelería y restauración,Suministros,15932000,Heces de vino
Hostelería y restauración,Suministros,15940000,Sidra y otros vinos a base de fruta
Hostelería y restauración,Suministros,15941000,Sidra
Hostelería y restauración,Suministros,15942000,Vinos a base de fruta
Hostelería y restauración,Suministros,15950000,Bebidas fermentadas no destiladas
Hostelería y restauración,Suministros,15951000,Vermut
Hostelería y restauración,Suministros,15960000,Cerveza de malta
Hostelería y restauración,Suministros,15961000,Cerveza
Hostelería y restauración,Suministros,15961100,"Cerveza ""lager"""
Hostelería y restauración,Suministros,15962000,Heces de cervecería o destilería
Hostelería y restauración,Suministros,15980000,Bebidas sin alcohol
Hostelería y restauración,Suministros,15981000,Agua mineral
Hostelería y restauración,Suministros,15981100,Agua mineral sin gas
Hostelería y restauración,Suministros,15981200,Agua mineral con gas
Hostelería y restauración,Suministros,15981300,Agua en estado sólido
Hostelería y restauración,Suministros,15981310,Hielo
Hostelería y restauración,Suministros,15981320,Nieve
Hostelería y restauración,Suministros,15981400,Aguas minerales aromatizadas
Hostelería y restauración,Suministros,15982000,Refrescos
Hostelería y restauración,Suministros,15982100,Zumos de fruta concentrados
Hostelería y restauración,Suministros,15982200,Leche chocolateada
Hostelería y restauración,Suministros,15990000,"Tabaco, productos de tabaco y artículos afines"
Hostelería y restauración,Suministros,15991000,Productos de tabaco
Hostelería y restauración,Suministros,15991100,Cigarros puros
Hostelería y restauración,Suministros,15991200,Cigarros pequeños
Hostelería y restauración,Suministros,15991300,Cigarrillos
Hostelería y restauración,Suministros,15992000,Tabaco
Hostelería y restauración,Suministros,15992100,Tabaco manufacturado
Hostelería y restauración,Suministros,15993000,Artículos de estanco
Hostelería y restauración,Suministros,15994000,Papel de fumar y papel de filtro
Hostelería y restauración,Suministros,15994100,Papel de fumar
Hostelería y restauración,Suministros,15994200,Papel de filtro
Industria y maquinaria,Suministros,16000000,Maquinaria agrícola
Industria y maquinaria,Suministros,16100000,"Máquinas, aparatos y artefactos agrícolas, hortícolas o silvícolas, para la preparación o el trabajo del suelo o para el cultivo"
Industria y maquinaria,Suministros,16110000,Arados o gradas de disco
Industria y maquinaria,Suministros,16120000,"Gradas, escarificadores, cultivadores, escardadoras o binadoras"
Industria y maquinaria,Suministros,16130000,"Sembradoras, plantadoras o transplantadoras"
Industria y maquinaria,Suministros,16140000,Esparcidores de estiércol
Industria y maquinaria,Suministros,16141000,Distribuidores de abono
Industria y maquinaria,Suministros,16150000,Rodillos para césped o terrenos de deporte
Industria y maquinaria,Suministros,16160000,Equipo diverso para jardinería
Industria y maquinaria,Suministros,16300000,Cosechadoras
Industria y maquinaria,Suministros,16310000,Máquinas segadoras
Industria y maquinaria,Suministros,16311000,Cortadoras de césped
Industria y maquinaria,Suministros,16311100,"Cortadoras de césped para jardines, parques o terrenos de deporte"
Industria y maquinaria,Suministros,16320000,Máquinas para henificar
Industria y maquinaria,Suministros,16330000,Prensas para paja o forraje
Industria y maquinaria,Suministros,16331000,Prensas recogedoras
Industria y maquinaria,Suministros,16340000,Cosechadoras y trilladoras
Industria y maquinaria,Suministros,16400000,Aparatos de pulverizar para la agricultura o la horticultura
Industria y maquinaria,Suministros,16500000,"Remolques y semirremolques, autocargadores o autodescargadores, para usos agrícolas"
Industria y maquinaria,Suministros,16510000,Remolques autocargadores para usos agrícolas
Industria y maquinaria,Suministros,16520000,Remolques autodescargadores para usos agrícolas
Industria y maquinaria,Suministros,16530000,Semirremolques autocargadores para usos agrícolas
Industria y maquinaria,Suministros,16540000,Semirremolques autodescargadores para usos agrícolas
Industria y maquinaria,Suministros,16600000,Maquinaria agrícola o forestal especializada
Industria y maquinaria,Suministros,16610000,"Máquinas para la limpieza o la clasificación de huevos, frutas u otros productos agrícolas"
Industria y maquinaria,Suministros,16611000,Máquinas para lavar productos agrícolas
Industria y maquinaria,Suministros,16611100,Máquinas para lavar huevos
Industria y maquinaria,Suministros,16611200,Máquinas para lavar frutas
Industria y maquinaria,Suministros,16612000,Máquinas para seleccionar o clasificar productos agrícolas
Industria y maquinaria,Suministros,16612100,Máquinas para seleccionar o clasificar huevos
Industria y maquinaria,Suministros,16612200,Máquinas para seleccionar o clasificar fruta
Industria y maquinaria,Suministros,16613000,"Máquinas para la limpieza o la clasificación de semillas, granos o legumbres secas"
Industria y maquinaria,Suministros,16620000,Ordeñadoras
Industria y maquinaria,Suministros,16630000,Máquinas para preparar alimentos para animales
Industria y maquinaria,Suministros,16640000,Máquinas y aparatos para la apicultura
Industria y maquinaria,Suministros,16650000,Máquinas y aparatos para la avicultura
Industria y maquinaria,Suministros,16651000,"Incubadoras y criadoras, para la avicultura"
Industria y maquinaria,Suministros,16700000,Tractores
Industria y maquinaria,Suministros,16710000,Motocultores
Industria y maquinaria,Suministros,16720000,Tractores usados
Industria y maquinaria,Suministros,16730000,Motores de tracción
Industria y maquinaria,Suministros,16800000,Partes de maquinaria agrícola y forestal
Industria y maquinaria,Suministros,16810000,Partes de maquinaria agrícola
Industria y maquinaria,Suministros,16820000,Partes de maquinaria forestal
Ropa y calzado,Suministros,18000000,"Prendas de vestir, calzado, artículos de viaje y accesorios"
Ropa y calzado,Suministros,18100000,"Ropa de trabajo, ropa de trabajo especial y accesorios"
Ropa y calzado,Suministros,18110000,Indumentaria de trabajo
Ropa y calzado,Suministros,18113000,Prendas de vestir para uso industrial
Ropa y calzado,Suministros,18114000,Monos
Ropa y calzado,Suministros,18130000,Ropa para trabajos especiales
Ropa y calzado,Suministros,18132000,Ropa de vuelo
Ropa y calzado,Suministros,18132100,Chaquetas de vuelo
Ropa y calzado,Suministros,18132200,Trajes de vuelo
Ropa y calzado,Suministros,18140000,Accesorios de ropa de trabajo
Ropa y calzado,Suministros,18141000,Guantes de trabajo
Ropa y calzado,Suministros,18142000,Viseras de seguridad
Ropa y calzado,Suministros,18143000,Indumentaria de protección
Ropa y calzado,Suministros,18200000,Ropa exterior
Ropa y calzado,Suministros,18210000,Abrigos
Ropa y calzado,Suministros,18211000,Capas
Ropa y calzado,Suministros,18212000,Capotes
Ropa y calzado,Suministros,18213000,Chaquetones cortavientos
Ropa y calzado,Suministros,18220000,Ropa para la intemperie
Ropa y calzado,Suministros,18221000,Ropa impermeable
Ropa y calzado,Suministros,18221100,Capas impermeables
Ropa y calzado,Suministros,18221200,Anoraks
Ropa y calzado,Suministros,18221300,Impermeables
Ropa y calzado,Suministros,18222000,Indumentaria corporativa
Ropa y calzado,Suministros,18222100,Trajes y vestidos
Ropa y calzado,Suministros,18222200,Conjuntos
Ropa y calzado,Suministros,18223000,Chaquetas y chaquetas deportivas
Ropa y calzado,Suministros,18223100,Chaquetas deportivas
Ropa y calzado,Suministros,18223200,Chaquetas
Ropa y calzado,Suministros,18224000,Prendas de vestir confeccionadas de tejidos impregnados o recubiertos
Ropa y calzado,Suministros,18230000,Ropa exterior diversa
Ropa y calzado,Suministros,18231000,Vestidos
Ropa y calzado,Suministros,18232000,Faldas
Ropa y calzado,Suministros,18233000,Pantalones cortos
Ropa y calzado,Suministros,18234000,Pantalones
Ropa y calzado,Suministros,18235000,"Jerseys, cárdigans y artículos similares"
Ropa y calzado,Suministros,18235100,Pullovers
Ropa y calzado,Suministros,18235200,Cárdigans
Ropa y calzado,Suministros,18235300,Chándales
Ropa y calzado,Suministros,18235400,Chalecos
Ropa y calzado,Suministros,18300000,Prendas de vestir
Ropa y calzado,Suministros,18310000,Ropa interior
Ropa y calzado,Suministros,18311000,Combinaciones
Ropa y calzado,Suministros,18312000,Calzoncillos
Ropa y calzado,Suministros,18313000,Bragas
Ropa y calzado,Suministros,18314000,Albornoces
Ropa y calzado,Suministros,18315000,Medias
Ropa y calzado,Suministros,18316000,Leotardos
Ropa y calzado,Suministros,18317000,Calcetines
Ropa y calzado,Suministros,18318000,Ropa de dormir
Ropa y calzado,Suministros,18318100,Camisas de dormir
Ropa y calzado,Suministros,18318200,Batas
Ropa y calzado,Suministros,18318300,Pijamas
Ropa y calzado,Suministros,18318400,Camisetas de punto
Ropa y calzado,Suministros,18318500,Camisones
Ropa y calzado,Suministros,18320000,"Sostenes, corsés, ligas y prendas similares"
Ropa y calzado,Suministros,18321000,Sostenes
Ropa y calzado,Suministros,18322000,Corsés
Ropa y calzado,Suministros,18323000,Ligas
Ropa y calzado,Suministros,18330000,Camisetas y camisas
Ropa y calzado,Suministros,18331000,Camisetas
Ropa y calzado,Suministros,18332000,Camisas
Ropa y calzado,Suministros,18333000,Polos
Ropa y calzado,Suministros,18400000,Prendas de vestir y accesorios especiales
Ropa y calzado,Suministros,18410000,Prendas de vestir especiales
Ropa y calzado,Suministros,18411000,Prendas para bebés
Ropa y calzado,Suministros,18412000,Ropa deportiva
Ropa y calzado,Suministros,18412100,Prendas para el entrenamiento deportivo
Ropa y calzado,Suministros,18412200,Camisas de deporte
Ropa y calzado,Suministros,18412300,Trajes de esquí
Ropa y calzado,Suministros,18412800,Trajes y pantalones de baño
Ropa y calzado,Suministros,18420000,Complementos de vestir
Ropa y calzado,Suministros,18421000,Pañuelos
Ropa y calzado,Suministros,18422000,Bufandas
Ropa y calzado,Suministros,18423000,Corbatas
Ropa y calzado,Suministros,18424000,Guantes
Ropa y calzado,Suministros,18424300,Guantes desechables
Ropa y calzado,Suministros,18424400,Manoplas
Ropa y calzado,Suministros,18424500,Guanteletes
Ropa y calzado,Suministros,18425000,Cinturones
Ropa y calzado,Suministros,18425100,Bandoleras
Ropa y calzado,Suministros,18440000,Sombreros y tocados
Ropa y calzado,Suministros,18441000,Sombreros
Ropa y calzado,Suministros,18443000,Artículos y complementos de sombrerería
Ropa y calzado,Suministros,18443100,Bandas antisudor
Ropa y calzado,Suministros,18443300,Artículos de sombrerería
Ropa y calzado,Suministros,18443310,Boinas
Ropa y calzado,Suministros,18443320,Gorras de campo
Ropa y calzado,Suministros,18443330,Capuchas
Ropa y calzado,Suministros,18443340,Gorras
Ropa y calzado,Suministros,18443400,Barboquejos para sombrerería
Ropa y calzado,Suministros,18443500,Viseras
Ropa y calzado,Suministros,18444000,Tocados de protección
Ropa y calzado,Suministros,18444100,Tocados de seguridad
Ropa y calzado,Suministros,18444110,Cascos
Ropa y calzado,Suministros,18444111,Cascos de protección
Ropa y calzado,Suministros,18444112,Cascos de ciclista
Ropa y calzado,Suministros,18444200,Cascos de seguridad
Ropa y calzado,Suministros,18450000,Cierres para prendas de vestir
Ropa y calzado,Suministros,18451000,Botones
Ropa y calzado,Suministros,18451100,Partes de botones
Ropa y calzado,Suministros,18452000,Imperdibles
Ropa y calzado,Suministros,18453000,Cremalleras
Ropa y calzado,Suministros,18500000,"Joyas, relojes y artículos conexos"
Ropa y calzado,Suministros,18510000,Joyas y artículos conexos
Ropa y calzado,Suministros,18511000,Piedras preciosas para joyería
Ropa y calzado,Suministros,18511100,Diamantes
Ropa y calzado,Suministros,18511200,Rubíes
Ropa y calzado,Suministros,18511300,Esmeraldas
Ropa y calzado,Suministros,18511400,Ópalos
Ropa y calzado,Suministros,18511500,Cuarzos
Ropa y calzado,Suministros,18511600,Turmalinas
Ropa y calzado,Suministros,18512000,Monedas y medallas
Ropa y calzado,Suministros,18512100,Monedas
Ropa y calzado,Suministros,18512200,Medallas
Ropa y calzado,Suministros,18513000,Artículos de joyería
Ropa y calzado,Suministros,18513100,Perlas
Ropa y calzado,Suministros,18513200,Artículos de orfebrería de oro
Ropa y calzado,Suministros,18513300,Artículos de metales preciosos
Ropa y calzado,Suministros,18513400,Artículos de piedras preciosas o semipreciosas
Ropa y calzado,Suministros,18513500,Artículos de orfebrería de plata
Ropa y calzado,Suministros,18520000,Relojería para uso personal
Ropa y calzado,Suministros,18521000,Relojes de pulsera o de bolsillo
Ropa y calzado,Suministros,18521100,Cristal para relojes de pulsera
Ropa y calzado,Suministros,18522000,Relojes de pulsera
Ropa y calzado,Suministros,18523000,Cronómetros
Ropa y calzado,Suministros,18530000,Regalos y premios
Ropa y calzado,Suministros,18600000,Pieles y artículos de piel
Ropa y calzado,Suministros,18610000,Artículos de piel
Ropa y calzado,Suministros,18611000,Pieles finas
Ropa y calzado,Suministros,18612000,Prendas de vestir de piel
Ropa y calzado,Suministros,18613000,Artículos de piel artificial
Ropa y calzado,Suministros,18620000,Pieles
Ropa y calzado,Suministros,18800000,Calzado
Ropa y calzado,Suministros,18810000,Calzado distinto del calzado deportivo y de protección
Ropa y calzado,Suministros,18811000,Calzado impermeable
Ropa y calzado,Suministros,18812000,Calzado con partes de caucho o de plástico
Ropa y calzado,Suministros,18812100,Sandalias con pala de caucho o de plástico
Ropa y calzado,Suministros,18812200,Botas de caucho
Ropa y calzado,Suministros,18812300,Calzado de vestir con pala de caucho o de plástico
Ropa y calzado,Suministros,18812400,Chancletas
Ropa y calzado,Suministros,18813000,Calzado con pala de cuero
Ropa y calzado,Suministros,18813100,Sandalias
Ropa y calzado,Suministros,18813200,Pantuflas
Ropa y calzado,Suministros,18813300,Calzado de vestir
Ropa y calzado,Suministros,18814000,Calzado con pala de materiales textiles
Ropa y calzado,Suministros,18815000,Botas
Ropa y calzado,Suministros,18815100,Botines
Ropa y calzado,Suministros,18815200,Botas de media caña
Ropa y calzado,Suministros,18815300,Botas altas
Ropa y calzado,Suministros,18815400,Botas de agua de caña alta
Ropa y calzado,Suministros,18816000,Chanclos
Ropa y calzado,Suministros,18820000,Calzado deportivo
Ropa y calzado,Suministros,18821000,Calzado de esquí
Ropa y calzado,Suministros,18821100,Calzado de esquí de fondo
Ropa y calzado,Suministros,18822000,Zapatillas de entrenamiento
Ropa y calzado,Suministros,18823000,"Botas de media montaña, de serraje"
Ropa y calzado,Suministros,18824000,Botas de fútbol
Ropa y calzado,Suministros,18830000,Calzado de protección
Ropa y calzado,Suministros,18831000,Calzado con puntera metálica de protección
Ropa y calzado,Suministros,18832000,Calzado especial
Ropa y calzado,Suministros,18832100,Calzado de vuelo
Ropa y calzado,Suministros,18840000,Partes de calzado
Ropa y calzado,Suministros,18841000,Palas de calzado
Ropa y calzado,Suministros,18842000,Suelas
Ropa y calzado,Suministros,18843000,Tacones
Ropa y calzado,Suministros,18900000,"Artículos de viaje, talabartería, sacos y bolsas"
Ropa y calzado,Suministros,18910000,Artículos de talabartería
Ropa y calzado,Suministros,18911000,Sillas de montar
Ropa y calzado,Suministros,18912000,Fustas
Ropa y calzado,Suministros,18913000,Látigos
Ropa y calzado,Suministros,18920000,Artículos de viaje
Ropa y calzado,Suministros,18921000,Maletas
Ropa y calzado,Suministros,18923000,Bolsas y billeteros
Ropa y calzado,Suministros,18923100,Bolsas pequeñas
Ropa y calzado,Suministros,18923200,Billeteros
Ropa y calzado,Suministros,18924000,Baúles
Ropa y calzado,Suministros,18925000,Portacantimploras y fundas
Ropa y calzado,Suministros,18925100,Portacantimploras
Ropa y calzado,Suministros,18925200,Fundas
Ropa y calzado,Suministros,18929000,Neceseres
Ropa y calzado,Suministros,18930000,Sacos y talegas
Ropa y calzado,Suministros,18931000,Sacos de viaje
Ropa y calzado,Suministros,18931100,Mochilas
Ropa y calzado,Suministros,18932000,Bolsas de deporte
Ropa y calzado,Suministros,18933000,Sacas y bolsas para correo
Ropa y calzado,Suministros,18933100,Valijas
Ropa y calzado,Suministros,18934000,Macutos
Ropa y calzado,Suministros,18935000,Bolsas para ropa sucia
Ropa y calzado,Suministros,18936000,Bolsas textiles
Ropa y calzado,Suministros,18937000,Sacos para embalaje
Ropa y calzado,Suministros,18937100,Bolsas para embalaje
Ropa y calzado,Suministros,18938000,Sobres acolchados
Ropa y calzado,Suministros,18939000,Bolsos de mano
Ropa y calzado,Suministros,19000000,"Piel y textiles, materiales de plástico y caucho"
Ropa y calzado,Suministros,19100000,Cuero
Ropa y calzado,Suministros,19110000,Cuero agamuzado
Ropa y calzado,Suministros,19120000,Cuero de bovinos o equinos
Ropa y calzado,Suministros,19130000,"Cuero de oveja, cabra o cerdo"
Ropa y calzado,Suministros,19131000,Piel de oveja o cordero
Ropa y calzado,Suministros,19132000,Piel de cabra o cabritilla
Ropa y calzado,Suministros,19133000,Cuero de cerdo
Ropa y calzado,Suministros,19140000,"Piel de otros animales, cuero reconstituido y otros cueros"
Ropa y calzado,Suministros,19141000,Cuero de otros animales
Ropa y calzado,Suministros,19142000,Cuero artificial o regenerado
Ropa y calzado,Suministros,19143000,Cuero de imitación
Ropa y calzado,Suministros,19144000,Charol
Ropa y calzado,Suministros,19160000,Correas de reloj
Ropa y calzado,Suministros,19170000,Artículos de cuero usados en maquinaria o aparatos mecánicos
Ropa y calzado,Suministros,19200000,Telas y artículos conexos
Ropa y calzado,Suministros,19210000,Tejidos
Ropa y calzado,Suministros,19211000,Tejidos sintéticos
Ropa y calzado,Suministros,19211100,Tejidos de mezcla
Ropa y calzado,Suministros,19212000,Tejidos de algodón
Ropa y calzado,Suministros,19212100,Cutí
Ropa y calzado,Suministros,19212200,"Tejidos de mezclilla (""denim"")"
Ropa y calzado,Suministros,19212300,Lona
Ropa y calzado,Suministros,19212310,Artículos de lona
Ropa y calzado,Suministros,19212400,Popelina
Ropa y calzado,Suministros,19212500,Cinchas
Ropa y calzado,Suministros,19212510,Cinchas y correas
Ropa y calzado,Suministros,19220000,Tejidos de lana
Ropa y calzado,Suministros,19230000,Tejidos de lino
Ropa y calzado,Suministros,19231000,Ropa blanca
Ropa y calzado,Suministros,19240000,Tejidos especiales
Ropa y calzado,Suministros,19241000,Terciopelo y felpa
Ropa y calzado,Suministros,19242000,Tejido de toalla con bucles
Ropa y calzado,Suministros,19243000,Tejidos para tapicería
Ropa y calzado,Suministros,19244000,Tejidos para cortinas
Ropa y calzado,Suministros,19245000,Tejidos de revestimiento
Ropa y calzado,Suministros,19250000,Tejidos de punto o de ganchillo
Ropa y calzado,Suministros,19251000,Tejidos de punto
Ropa y calzado,Suministros,19251100,Tejidos de terciopelo y felpa
Ropa y calzado,Suministros,19252000,Tejidos de ganchillo
Ropa y calzado,Suministros,19260000,Tela
Ropa y calzado,Suministros,19270000,Materias textiles no tejidas
Ropa y calzado,Suministros,19280000,"Lana, cueros y pieles"
Ropa y calzado,Suministros,19281000,Lana
Ropa y calzado,Suministros,19282000,Pieles de animal
Ropa y calzado,Suministros,19283000,Pieles y plumas de aves
Ropa y calzado,Suministros,19400000,Hilados e hilos textiles
Ropa y calzado,Suministros,19410000,Fibras textiles naturales
Ropa y calzado,Suministros,19420000,Fibras textiles artificiales
Ropa y calzado,Suministros,19430000,Hilados e hilos textiles de fibras naturales
Ropa y calzado,Suministros,19431000,Hilados de seda
Ropa y calzado,Suministros,19432000,Hilados de lana
Ropa y calzado,Suministros,19433000,Hilados de algodón
Ropa y calzado,Suministros,19434000,Hilados de lino
Ropa y calzado,Suministros,19435000,Hilos e hilados de coser de fibras naturales
Ropa y calzado,Suministros,19435100,Hilo de coser
Ropa y calzado,Suministros,19435200,Hilados para tejer
Ropa y calzado,Suministros,19436000,Hilados de fibras textiles vegetales
Ropa y calzado,Suministros,19440000,Hilados o hilos sintéticos
Ropa y calzado,Suministros,19441000,Hilados sintéticos
Ropa y calzado,Suministros,19442000,Hilos sintéticos
Ropa y calzado,Suministros,19442100,Hilos sintéticos de coser
Ropa y calzado,Suministros,19442200,Hilados sintéticos para tejer
Ropa y calzado,Suministros,19500000,Caucho y plásticos
Ropa y calzado,Suministros,19510000,Productos de caucho
Ropa y calzado,Suministros,19511000,"Cámaras de aire, bandas de rodadura y fajas de protección de la cámara de aire, de caucho"
Ropa y calzado,Suministros,19511100,Fajas de protección de la cámara de aire del neumático
Ropa y calzado,Suministros,19511200,Cámaras de aire
Ropa y calzado,Suministros,19511300,Bandas de rodadura de neumáticos
Ropa y calzado,Suministros,19512000,Artículos de caucho sin vulcanizar
Ropa y calzado,Suministros,19513000,Tejidos cauchutados
Ropa y calzado,Suministros,19513100,Tejidos para cuerdas de neumáticos
Ropa y calzado,Suministros,19513200,Cinta adhesiva de tejidos cauchutados
Ropa y calzado,Suministros,19514000,Caucho regenerado
Ropa y calzado,Suministros,19520000,Productos de plástico
Ropa y calzado,Suministros,19521000,Productos de poliestireno
Ropa y calzado,Suministros,19521100,Hojas de poliestireno
Ropa y calzado,Suministros,19521200,Losas de poliestireno
