category,clasificacion,code8,description
Hostelería y restauración,Suministros,03000000,"Productos de la agricultura, ganadería, pesca, silvicultura y productos afines"
Hostelería y restauración,Suministros,03100000,Productos de la agricultura y horticultura
Hostelería y restauración,Suministros,03110000,"Cultivos, productos comerciales de jardinería y horticultura"
Hostelería y restauración,Suministros,03111000,Semillas
Hostelería y restauración,Suministros,03111100,Soja
Hostelería y restauración,Suministros,03111200,Cacahuetes
Hostelería y restauración,Suministros,03111300,Semillas de girasol
Hostelería y restauración,Suministros,03111400,Semillas de algodón
Hostelería y restauración,Suministros,03111500,Semillas de sésamo
Hostelería y restauración,Suministros,03111600,Semillas de mostaza
Hostelería y restauración,Suministros,03111700,Semillas de hortalizas
Hostelería y restauración,Suministros,03111800,Semillas de frutos
Hostelería y restauración,Suministros,03111900,Semillas de flores
Hostelería y restauración,Suministros,03112000,Tabaco sin elaborar
Hostelería y restauración,Suministros,03113000,Plantas utilizadas para la fabricación de azúcar
Hostelería y restauración,Suministros,03113100,Remolacha azucarera
Hostelería y restauración,Suministros,03113200,Caña de azúcar
Hostelería y restauración,Suministros,03114000,Paja y plantas forrajeras
Hostelería y restauración,Suministros,03114100,Paja
Hostelería y restauración,Suministros,03114200,Plantas forrajeras
Hostelería y restauración,Suministros,03115000,Materias vegetales en bruto
Hostelería y restauración,Suministros,03115100,Materias vegetales en bruto utilizadas en la fabricación de textiles
Hostelería y restauración,Suministros,03115110,Algodón
Hostelería y restauración,Suministros,03115120,Yute
Hostelería y restauración,Suministros,03115130,Lino
Hostelería y restauración,Suministros,03116000,Caucho y látex naturales y productos afines
Hostelería y restauración,Suministros,03116100,Caucho natural
Hostelería y restauración,Suministros,03116200,Látex natural
Hostelería y restauración,Suministros,03116300,Productos de látex
Hostelería y restauración,Suministros,03117000,Plantas utilizadas para usos específicos
Hostelería y restauración,Suministros,03117100,"Plantas utilizadas en perfumería o farmacia, o en la elaboración de insecticidas o con fines análogos"
Hostelería y restauración,Suministros,03117110,Plantas utilizadas en perfumería
Hostelería y restauración,Suministros,03117120,Plantas utilizadas en farmacia
Hostelería y restauración,Suministros,03117130,Plantas utilizadas en la elaboración de insecticidas
Hostelería y restauración,Suministros,03117140,Plantas utilizadas en la elaboración de pesticidas o fungicidas o con fines análogos
Hostelería y restauración,Suministros,03117200,Semillas de plantas utilizadas para usos específicos
Hostelería y restauración,Suministros,03120000,Productos de horticultura y viveros
Hostelería y restauración,Suministros,03121000,Productos de horticultura
Hostelería y restauración,Suministros,03121100,"Plantas vivas, bulbos, raíces y esquejes"
Hostelería y restauración,Suministros,03121200,Flores cortadas
Hostelería y restauración,Suministros,03121210,Arreglos florales
Hostelería y restauración,Suministros,03130000,Cultivos de especias y de plantas para bebidas
Hostelería y restauración,Suministros,03131000,Cultivos de plantas para bebidas
Hostelería y restauración,Suministros,03131100,Café en grano
Hostelería y restauración,Suministros,03131200,Plantas de té
Hostelería y restauración,Suministros,03131300,Mate
Hostelería y restauración,Suministros,03131400,Cacao en grano
Hostelería y restauración,Suministros,03132000,Especias no manufacturadas
Hostelería y restauración,Suministros,03140000,Productos de origen animal y productos afines
Hostelería y restauración,Suministros,03141000,Semen de toro
Hostelería y restauración,Suministros,03142000,Productos de origen animal
Hostelería y restauración,Suministros,03142100,Miel natural
Hostelería y restauración,Suministros,03142200,Caracoles
Hostelería y restauración,Suministros,03142300,Productos comestibles de origen animal
Hostelería y restauración,Suministros,03142400,Ceras
Hostelería y restauración,Suministros,03142500,Huevos
Hostelería y restauración,Suministros,03143000,Productos de cultivo mixto
Hostelería y restauración,Suministros,03144000,Productos para la agricultura
Hostelería y restauración,Suministros,03200000,"Cereales, patatas, hortalizas, frutas y frutos de cáscara"
Hostelería y restauración,Suministros,03210000,Cereales y patatas
Hostelería y restauración,Suministros,03211000,Cereales
Hostelería y restauración,Suministros,03211100,Trigo
Hostelería y restauración,Suministros,03211110,Trigo duro
Hostelería y restauración,Suministros,03211120,Trigo blando
Hostelería y restauración,Suministros,03211200,Maíz
Hostelería y restauración,Suministros,03211300,Arroz
Hostelería y restauración,Suministros,03211400,Cebada
Hostelería y restauración,Suministros,03211500,Centeno
Hostelería y restauración,Suministros,03211600,Avena
Hostelería y restauración,Suministros,03211700,Malta
Hostelería y restauración,Suministros,03211900,Productos de granos
Hostelería y restauración,Suministros,03212000,Patatas y legumbres secas
Hostelería y restauración,Suministros,03212100,Patatas
Hostelería y restauración,Suministros,03212200,Legumbres y hortalizas leguminosas secas
Hostelería y restauración,Suministros,03212210,Leguminosas secas
Hostelería y restauración,Suministros,03212211,Lentejas
Hostelería y restauración,Suministros,03212212,Garbanzos
Hostelería y restauración,Suministros,03212213,Guisantes secos
Hostelería y restauración,Suministros,03212220,Legumbres
Hostelería y restauración,Suministros,03220000,"Hortalizas, frutas y frutos de cáscara"
Hostelería y restauración,Suministros,03221000,Hortalizas
Hostelería y restauración,Suministros,03221100,Hortalizas de raíz y tubérculo
Hostelería y restauración,Suministros,03221110,Hortalizas de raíz
Hostelería y restauración,Suministros,03221111,Remolachas
Hostelería y restauración,Suministros,03221112,Zanahorias
Hostelería y restauración,Suministros,03221113,Cebollas
Hostelería y restauración,Suministros,03221114,Nabos
Hostelería y restauración,Suministros,03221120,Hortalizas de tubérculo
Hostelería y restauración,Suministros,03221200,Frutos hortícolas
Hostelería y restauración,Suministros,03221210,Judías
Hostelería y restauración,Suministros,03221211,Habas
Hostelería y restauración,Suministros,03221212,Judías verdes
Hostelería y restauración,Suministros,03221213,Judías pintas
Hostelería y restauración,Suministros,03221220,Guisantes
Hostelería y restauración,Suministros,03221221,Guisantes de huerta
Hostelería y restauración,Suministros,03221222,Guisantes mollares
Hostelería y restauración,Suministros,03221230,Pimientos
Hostelería y restauración,Suministros,03221240,Tomates
Hostelería y restauración,Suministros,03221250,Calabacines
Hostelería y restauración,Suministros,03221260,Champiñones
Hostelería y restauración,Suministros,03221270,Pepinos
Hostelería y restauración,Suministros,03221300,Hortalizas de hoja
Hostelería y restauración,Suministros,03221310,Lechuga
Hostelería y restauración,Suministros,03221320,Hojas para ensalada
Hostelería y restauración,Suministros,03221330,Alcachofas
Hostelería y restauración,Suministros,03221340,Espinacas
Hostelería y restauración,Suministros,03221400,Coles
Hostelería y restauración,Suministros,03221410,Repollos
Hostelería y restauración,Suministros,03221420,Coliflores
Hostelería y restauración,Suministros,03221430,Brécoles
Hostelería y restauración,Suministros,03221440,Coles de Bruselas
Hostelería y restauración,Suministros,03222000,Frutas y frutos de cáscara
Hostelería y restauración,Suministros,03222100,Frutas y frutos de cáscara tropicales
Hostelería y restauración,Suministros,03222110,Frutas tropicales
Hostelería y restauración,Suministros,03222111,Plátanos
Hostelería y restauración,Suministros,03222112,Piñas
Hostelería y restauración,Suministros,03222113,Mangos
Hostelería y restauración,Suministros,03222114,Dátiles
Hostelería y restauración,Suministros,03222115,Pasas
Hostelería y restauración,Suministros,03222116,Higos
Hostelería y restauración,Suministros,03222117,Aguacates
Hostelería y restauración,Suministros,03222118,Kiwis
Hostelería y restauración,Suministros,03222120,Cocos
Hostelería y restauración,Suministros,03222200,Cítricos
Hostelería y restauración,Suministros,03222210,Limones
Hostelería y restauración,Suministros,03222220,Naranjas
Hostelería y restauración,Suministros,03222230,Pomelos
Hostelería y restauración,Suministros,03222240,Naranjas tangerinas
Hostelería y restauración,Suministros,03222250,Limas
Hostelería y restauración,Suministros,03222300,Frutas no tropicales
Hostelería y restauración,Suministros,03222310,Bayas
Hostelería y restauración,Suministros,03222311,Pasas de Corinto
Hostelería y restauración,Suministros,03222312,Grosellas silvestres
Hostelería y restauración,Suministros,03222313,Fresas
Hostelería y restauración,Suministros,03222314,Frambuesas
Hostelería y restauración,Suministros,03222315,Arándanos
Hostelería y restauración,Suministros,03222320,"Manzanas, peras y membrillos"
Hostelería y restauración,Suministros,03222321,Manzanas
Hostelería y restauración,Suministros,03222322,Peras
Hostelería y restauración,Suministros,03222323,Membrillos
Hostelería y restauración,Suministros,03222330,Frutas de hueso
Hostelería y restauración,Suministros,03222331,Albaricoques
Hostelería y restauración,Suministros,03222332,Melocotones
Hostelería y restauración,Suministros,03222333,Cerezas
Hostelería y restauración,Suministros,03222334,Ciruelas
Hostelería y restauración,Suministros,03222340,Uvas
Hostelería y restauración,Suministros,03222341,Uvas de mesa
Hostelería y restauración,Suministros,03222342,Uvas de vino
Hostelería y restauración,Suministros,03222400,Aceitunas
Hostelería y restauración,Suministros,03300000,"Productos de la ganadería, la caza y la pesca"
Hostelería y restauración,Suministros,03310000,"Pescado, crustáceos y productos acuáticos"
Hostelería y restauración,Suministros,03311000,Pescado
Hostelería y restauración,Suministros,03311100,Pescado plano
Hostelería y restauración,Suministros,03311110,Lenguado
Hostelería y restauración,Suministros,03311120,Solla
Hostelería y restauración,Suministros,03311200,Pescados de la familia del bacalao
Hostelería y restauración,Suministros,03311210,Bacalao
Hostelería y restauración,Suministros,03311220,Abadejo
Hostelería y restauración,Suministros,03311230,Merluza
Hostelería y restauración,Suministros,03311240,Eglefino
Hostelería y restauración,Suministros,03311300,Arenque
Hostelería y restauración,Suministros,03311400,Atún
Hostelería y restauración,Suministros,03311500,Merlán
Hostelería y restauración,Suministros,03311600,Morralla
Hostelería y restauración,Suministros,03311700,Salmón
Hostelería y restauración,Suministros,03312000,Crustáceos
Hostelería y restauración,Suministros,03312100,Ostras
Hostelería y restauración,Suministros,03312200,Moluscos
Hostelería y restauración,Suministros,03312300,Invertebrados acuáticos
Hostelería y restauración,Suministros,03313000,Productos acuáticos
Hostelería y restauración,Suministros,03313100,Corales o productos similares
Hostelería y restauración,Suministros,03313200,Esponjas naturales
Hostelería y restauración,Suministros,03313300,Algas marinas
Hostelería y restauración,Suministros,03313310,Algas
Hostelería y restauración,Suministros,03320000,Ganado y animales pequeños
Hostelería y restauración,Suministros,03321000,Ganado bovino
Hostelería y restauración,Suministros,03321100,Bovinos adultos
Hostelería y restauración,Suministros,03321200,Terneros
Hostelería y restauración,Suministros,03322000,Ganado no bovino
Hostelería y restauración,Suministros,03322100,Ovejas
Hostelería y restauración,Suministros,03322200,Cabras
Hostelería y restauración,Suministros,03322300,Caballos
Hostelería y restauración,Suministros,03323000,Cerdos
Hostelería y restauración,Suministros,03324000,Aves de corral vivas
Hostelería y restauración,Suministros,03325000,Animales pequeños
Hostelería y restauración,Suministros,03325100,Conejos
Hostelería y restauración,Suministros,03325200,Liebres
Hostelería y restauración,Suministros,03330000,Productos de animales de granja
Hostelería y restauración,Suministros,03331000,Leche fresca de oveja y de cabra
Hostelería y restauración,Suministros,03331100,Leche de oveja
Hostelería y restauración,Suministros,03331200,Leche de cabra
Hostelería y restauración,Suministros,03332000,Lana y pelo de animales
Hostelería y restauración,Suministros,03332100,Lana de esquila
Hostelería y restauración,Suministros,03332200,Pelo de animal
Hostelería y restauración,Suministros,03333000,Leche fresca de vaca
Hostelería y restauración,Suministros,03340000,Marcas auriculares para animales
Hostelería y restauración,Suministros,03341000,Marcas auriculares para ganado bovino
Hostelería y restauración,Suministros,03400000,Productos de la silvicultura y de la explotación forestal
Hostelería y restauración,Suministros,03410000,Madera
Hostelería y restauración,Suministros,03411000,Madera de coníferas
Hostelería y restauración,Suministros,03412000,Madera de especies tropicales
Hostelería y restauración,Suministros,03413000,Madera para calefacción
Hostelería y restauración,Suministros,03414000,Madera en bruto
Hostelería y restauración,Suministros,03415000,Madera blanda
Hostelería y restauración,Suministros,03416000,Residuos de madera
Hostelería y restauración,Suministros,03417000,Madera de desecho
Hostelería y restauración,Suministros,03417100,Serrín
Hostelería y restauración,Suministros,03418000,Troncos
Hostelería y restauración,Suministros,03418100,Madera dura
Hostelería y restauración,Suministros,03419000,Madera de construcción
Hostelería y restauración,Suministros,03419100,Productos de madera
Hostelería y restauración,Suministros,03419200,Madera de mina
Hostelería y restauración,Suministros,03420000,Gomas
Hostelería y restauración,Suministros,03421000,Bálsamos
Hostelería y restauración,Suministros,03422000,Laca
Hostelería y restauración,Suministros,03430000,Corcho
Hostelería y restauración,Suministros,03431000,Corcho natural
Hostelería y restauración,Suministros,03432000,Artículos de cestería
Hostelería y restauración,Suministros,03432100,Artículos de espartería
Hostelería y restauración,Suministros,03440000,Productos de la silvicultura
Hostelería y restauración,Suministros,03441000,"Plantas, hierbas, musgos o líquenes para uso ornamental"
Hostelería y restauración,Suministros,03450000,Productos de vivero
Hostelería y restauración,Suministros,03451000,Plantas
Hostelería y restauración,Suministros,03451100,Plantas para trasplantar
Hostelería y restauración,Suministros,03451200,Bulbos florales
Hostelería y restauración,Suministros,03451300,Arbustos
Hostelería y restauración,Suministros,03452000,Árboles
Hostelería y restauración,Suministros,03460000,Pasta de celulosa
Hostelería y restauración,Suministros,03461000,Pasta de madera
Hostelería y restauración,Suministros,03461100,Pasta química de madera
Energía,Suministros,09000000,"Derivados del petróleo, combustibles, electricidad y otras fuentes de energía"
Energía,Suministros,09100000,Combustibles
Energía,Suministros,09110000,Combustibles sólidos
Energía,Suministros,09111000,Carbón y combustibles derivados del carbón
Energía,Suministros,09111100,Carbón
Energía,Suministros,09111200,Combustibles derivados del carbón
Energía,Suministros,09111210,Antracita
Energía,Suministros,09111220,Briquetas
Energía,Suministros,09111300,Combustibles fósiles
Energía,Suministros,09111400,Combustibles de madera
Energía,Suministros,09112000,Lignito y turba
Energía,Suministros,09112100,Lignito
Energía,Suministros,09112200,Turba
Energía,Suministros,09113000,Coque
Energía,Suministros,09120000,Combustibles gaseosos
Energía,Suministros,09121000,"Gas de hulla, gas de red o gases similares"
Energía,Suministros,09121100,Gas de hulla o gases similares
Energía,Suministros,09121200,Gas de red
Energía,Suministros,09122000,Propano y butano
Energía,Suministros,09122100,Gas propano
Energía,Suministros,09122110,Gas propano licuado
Energía,Suministros,09122200,Gas butano
Energía,Suministros,09122210,Gas butano licuado
Energía,Suministros,09123000,Gas natural
Energía,Suministros,09130000,Petróleo y destilados
Energía,Suministros,09131000,Queroseno de aviación
Energía,Suministros,09131100,Combustibles tipo queroseno para reactores
Energía,Suministros,09132000,Gasolina
Energía,Suministros,09132100,Gasolina sin plomo
Energía,Suministros,09132200,Gasolina con plomo
Energía,Suministros,09132300,Gasolina con etanol
Energía,Suministros,09133000,Gas licuado del petróleo (GLP)
Energía,Suministros,09134000,Gasóleos
Energía,Suministros,09134100,Gasoil
Energía,Suministros,09134200,Combustible para motores diésel
Energía,Suministros,09134210,Combustible para motores diésel (0.2)
Energía,Suministros,09134220,Combustible para motores diésel (EN 590)
Energía,Suministros,09134230,Biodiésel
Energía,Suministros,09134231,Biodiésel (B20)
Energía,Suministros,09134232,Biodiésel (B100)
Energía,Suministros,09135000,Aceites combustibles
Energía,Suministros,09135100,Petróleo para calefacción
Energía,Suministros,09135110,Aceites combustibles con bajo contenido de azufre
Energía,Suministros,09200000,"Productos del petróleo, del carbón y de aceites minerales"
Energía,Suministros,09210000,Preparados lubricantes
Energía,Suministros,09211000,Aceites lubricantes y agentes lubricantes
Energía,Suministros,09211100,Aceites para motores
Energía,Suministros,09211200,Aceites para compresores
Energía,Suministros,09211300,Aceites para turbinas
Energía,Suministros,09211400,Aceites para engranajes
Energía,Suministros,09211500,Aceites para reductores
Energía,Suministros,09211600,Aceites para sistemas hidráulicos y otros usos
Energía,Suministros,09211610,Líquidos para uso hidráulico
Energía,Suministros,09211620,Aceites de desmoldado
Energía,Suministros,09211630,Aceites anticorrosión
Energía,Suministros,09211640,Aceites para aislamiento eléctrico
Energía,Suministros,09211650,Líquidos de frenos
Energía,Suministros,09211700,Aceites blancos y parafinas líquidas
Energía,Suministros,09211710,Aceites blancos
Energía,Suministros,09211720,Parafinas líquidas
Energía,Suministros,09211800,Aceites de petróleo y preparados
Energía,Suministros,09211810,Aceites ligeros
Energía,Suministros,09211820,Aceites de petróleo
Energía,Suministros,09211900,Aceites lubricantes para motores de tracción
Energía,Suministros,09220000,"Vaselina, ceras de petróleo y gasolinas especiales"
Energía,Suministros,09221000,Vaselina y ceras de petróleo
Energía,Suministros,09221100,Vaselina
Energía,Suministros,09221200,Parafina
Energía,Suministros,09221300,Cera de petróleo
Energía,Suministros,09221400,Residuos de petróleo
Energía,Suministros,09222000,Gasolinas especiales
Energía,Suministros,09222100,Trementina mineral
Energía,Suministros,09230000,Petróleo (crudo)
Energía,Suministros,09240000,Productos derivados del carbón o de aceites minerales
Energía,Suministros,09241000,Esquistos bituminosos o petrolíferos
Energía,Suministros,09242000,Productos derivados del carbón
Energía,Suministros,09242100,Aceite de alquitrán
Energía,Suministros,09300000,"Electricidad, calefacción, energías solar y nuclear"
Energía,Suministros,09310000,Electricidad
Energía,Suministros,09320000,"Vapor, agua caliente y productos afines"
Energía,Suministros,09321000,Agua caliente
Energía,Suministros,09322000,Vapor
Energía,Suministros,09323000,Calefacción urbana
Energía,Suministros,09324000,Calefacción a larga distancia
Energía,Suministros,09330000,Energía solar
Energía,Suministros,09331000,Placas solares
Energía,Suministros,09331100,Captadores solares para la producción de calor
Energía,Suministros,09331200,Módulos solares fotovoltaicos
Energía,Suministros,09332000,Instalación solar
Energía,Suministros,09340000,Combustibles nucleares
Energía,Suministros,09341000,Uranio
Energía,Suministros,09342000,Plutonio
Energía,Suministros,09343000,Materiales radiactivos
Energía,Suministros,09344000,Radioisótopos
Industria y maquinaria,Suministros,14000000,"Productos de la minería, de metales de base y productos afines"
Industria y maquinaria,Suministros,14200000,Arena y arcilla
Industria y maquinaria,Suministros,14210000,"Grava, arena, piedras machacadas y agregados"
Industria y maquinaria,Suministros,14211000,Arena
Industria y maquinaria,Suministros,14211100,Arena natural
Industria y maquinaria,Suministros,14212000,"Gránulos, gravilla, polvo de piedra, guijarros, grava, piedras partidas y machacadas, mezclas de piedra, mezclas arena-grava y demás agregados"
Industria y maquinaria,Suministros,14212100,Guijarros y grava
Industria y maquinaria,Suministros,14212110,Grava
Industria y maquinaria,Suministros,14212120,Guijarros
Industria y maquinaria,Suministros,14212200,Agregados
Industria y maquinaria,Suministros,14212210,Mezcla arena-grava
Industria y maquinaria,Suministros,14212300,Piedra partida y machacada
Industria y maquinaria,Suministros,14212310,Balasto
Industria y maquinaria,Suministros,14212320,Granito machacado
Industria y maquinaria,Suministros,14212330,Basalto machacado
Industria y maquinaria,Suministros,14212400,Suelo
Industria y maquinaria,Suministros,14212410,Tierra vegetal
Industria y maquinaria,Suministros,14212420,Subsuelo
Industria y maquinaria,Suministros,14212430,Gravilla
Industria y maquinaria,Suministros,14213000,"Macadán, macadán bituminoso y arenas bituminosas"
Industria y maquinaria,Suministros,14213100,Macadán
Industria y maquinaria,Suministros,14213200,Macadán bituminoso
Industria y maquinaria,Suministros,14213300,Arenas bituminosas
Industria y maquinaria,Suministros,14220000,Arcilla y caolín
Industria y maquinaria,Suministros,14221000,Arcilla
Industria y maquinaria,Suministros,14222000,Caolín
Industria y maquinaria,Suministros,14300000,Minerales químicos y abonos minerales
Industria y maquinaria,Suministros,14310000,Abonos minerales
Industria y maquinaria,Suministros,14311000,"Calcio natural, fosfato aluminocálcico y sales de potasio natural en bruto"
Industria y maquinaria,Suministros,14311100,Calcio natural
Industria y maquinaria,Suministros,14311200,Fosfatos aluminocálcicos
Industria y maquinaria,Suministros,14311300,Sales de potasio natural en bruto
Industria y maquinaria,Suministros,14312000,Piritas de hierro
Industria y maquinaria,Suministros,14312100,Piritas de hierro sin tostar
Industria y maquinaria,Suministros,14320000,Minerales químicos
Industria y maquinaria,Suministros,14400000,Sal y cloruro de sodio puro
Industria y maquinaria,Suministros,14410000,Sal gema
Industria y maquinaria,Suministros,14420000,Sal marina
Industria y maquinaria,Suministros,14430000,Sal evaporada y cloruro de sodio puro
Industria y maquinaria,Suministros,14450000,Salmuera
Industria y maquinaria,Suministros,14500000,Productos relacionados con la explotación de minas y canteras
Industria y maquinaria,Suministros,14520000,Piedras preciosas y semipreciosas; piedra pómez; esmeril; abrasivos naturales; otros minerales y metales preciosos
Industria y maquinaria,Suministros,14521000,Piedras preciosas y semipreciosas
Industria y maquinaria,Suministros,14521100,Piedras preciosas
Industria y maquinaria,Suministros,14521140,Polvillo o polvo de piedras preciosas
Industria y maquinaria,Suministros,14521200,Piedras semipreciosas
Industria y maquinaria,Suministros,14521210,Polvillo o polvo de piedras semipreciosas
Industria y maquinaria,Suministros,14522000,Diamantes industriales; piedra pómez; esmeril y otros abrasivos naturales
Industria y maquinaria,Suministros,14522100,Piedra pómez
Industria y maquinaria,Suministros,14522200,Diamantes industriales
Industria y maquinaria,Suministros,14522300,Esmeril
Industria y maquinaria,Suministros,14522400,Abrasivos naturales
Industria y maquinaria,Suministros,14523000,"Minerales conexos, metales preciosos y productos afines"
Industria y maquinaria,Suministros,14523100,Minerales
Industria y maquinaria,Suministros,14523200,Oro
Industria y maquinaria,Suministros,14523300,Plata
Industria y maquinaria,Suministros,14523400,Platino
Industria y maquinaria,Suministros,14600000,Minerales metálicos y aleaciones
Industria y maquinaria,Suministros,14610000,Minerales metálicos
Industria y maquinaria,Suministros,14611000,Minerales de hierro
Industria y maquinaria,Suministros,14612000,Minerales metálicos no ferrosos
Industria y maquinaria,Suministros,14612100,Minerales de cobre
Industria y maquinaria,Suministros,14612200,Minerales de níquel
Industria y maquinaria,Suministros,14612300,Minerales de aluminio
Industria y maquinaria,Suministros,14612400,Minerales de metales preciosos
Industria y maquinaria,Suministros,14612500,Minerales de plomo
Industria y maquinaria,Suministros,14612600,Minerales de zinc
Industria y maquinaria,Suministros,14612700,Minerales de estaño
Industria y maquinaria,Suministros,14613000,Minerales de uranio y torio
Industria y maquinaria,Suministros,14613100,Minerales de uranio
Industria y maquinaria,Suministros,14613200,Minerales de torio
Industria y maquinaria,Suministros,14614000,Minerales diversos
Industria y maquinaria,Suministros,14620000,Aleaciones
Industria y maquinaria,Suministros,14621000,Ferroaleaciones
Industria y maquinaria,Suministros,14621100,Ferroaleaciones distintas de las de la CECA
Industria y maquinaria,Suministros,14621110,Ferromanganeso
Industria y maquinaria,Suministros,14621120,Ferrocromo
Industria y maquinaria,Suministros,14621130,Ferroníquel
Industria y maquinaria,Suministros,14622000,Acero
Industria y maquinaria,Suministros,14630000,"Escoria y batiduras, desperdicios y desechos ferrosos"
Industria y maquinaria,Suministros,14700000,Metales comunes
Industria y maquinaria,Suministros,14710000,"Hierro, plomo, zinc, estaño y cobre"
Industria y maquinaria,Suministros,14711000,Hierro
Industria y maquinaria,Suministros,14711100,Fundición en bruto
Industria y maquinaria,Suministros,14712000,Plomo
Industria y maquinaria,Suministros,14713000,Zinc
Industria y maquinaria,Suministros,14714000,Estaño
Industria y maquinaria,Suministros,14715000,Cobre
Industria y maquinaria,Suministros,14720000,"Aluminio, níquel, escandio, titanio y vanadio"
Industria y maquinaria,Suministros,14721000,Aluminio
Industria y maquinaria,Suministros,14721100,Óxido de aluminio
Industria y maquinaria,Suministros,14722000,Níquel
Industria y maquinaria,Suministros,14723000,Escandio
Industria y maquinaria,Suministros,14724000,Titanio
Industria y maquinaria,Suministros,14725000,Vanadio
Industria y maquinaria,Suministros,14730000,"Cromo, manganeso, cobalto, itrio y circonio"
Industria y maquinaria,Suministros,14731000,Cromo
Industria y maquinaria,Suministros,14732000,Manganeso
Industria y maquinaria,Suministros,14733000,Cobalto
Industria y maquinaria,Suministros,14734000,Itrio
Industria y maquinaria,Suministros,14735000,Circonio
Industria y maquinaria,Suministros,14740000,"Molibdeno, tecnecio, rutenio y rodio"
Industria y maquinaria,Suministros,14741000,Molibdeno
Industria y maquinaria,Suministros,14742000,Tecnecio
Industria y maquinaria,Suministros,14743000,Rutenio
Industria y maquinaria,Suministros,14744000,Rodio
Industria y maquinaria,Suministros,14750000,"Cadmio, lutecio, hafnio, tantalio y wolframio"
Industria y maquinaria,Suministros,14751000,Cadmio
Industria y maquinaria,Suministros,14752000,Lutecio
Industria y maquinaria,Suministros,14753000,Hafnio
Industria y maquinaria,Suministros,14754000,Tantalio
Industria y maquinaria,Suministros,14755000,Wolframio
Industria y maquinaria,Suministros,14760000,"Iridio, galio, indio, talio y bario"
Industria y maquinaria,Suministros,14761000,Iridio
Industria y maquinaria,Suministros,14762000,Galio
Industria y maquinaria,Suministros,14763000,Indio
Industria y maquinaria,Suministros,14764000,Talio
Industria y maquinaria,Suministros,14765000,Bario
Industria y maquinaria,Suministros,14770000,"Cesio, estroncio, rubidio y calcio"
Industria y maquinaria,Suministros,14771000,Cesio
Industria y maquinaria,Suministros,14772000,Estroncio
Industria y maquinaria,Suministros,14773000,Rubidio
Industria y maquinaria,Suministros,14774000,Calcio
Industria y maquinaria,Suministros,14780000,"Potasio, magnesio, sodio y litio"
Industria y maquinaria,Suministros,14781000,Potasio
Industria y maquinaria,Suministros,14782000,Magnesio
Industria y maquinaria,Suministros,14783000,Sodio
Industria y maquinaria,Suministros,14784000,Litio
Industria y maquinaria,Suministros,14790000,"Niobio, osmio, renio y paladio"
Industria y maquinaria,Suministros,14791000,Niobio
Industria y maquinaria,Suministros,14792000,Osmio
Industria y maquinaria,Suministros,14793000,Renio
Industria y maquinaria,Suministros,14794000,Paladio
Industria y maquinaria,Suministros,14800000,Productos minerales no metálicos diversos
Industria y maquinaria,Suministros,14810000,Productos abrasivos
Industria y maquinaria,Suministros,14811000,"Muelas, piedras y ruedas de amolar"
Industria y maquinaria,Suministros,14811100,Muelas
Industria y maquinaria,Suministros,14811200,Piedras de amolar
Industria y maquinaria,Suministros,14811300,Ruedas de amolar
Industria y maquinaria,Suministros,14812000,Abrasivos en polvo o en grano
Industria y maquinaria,Suministros,14813000,Corindón artificial
Industria y maquinaria,Suministros,14814000,Grafito artificial
Industria y maquinaria,Suministros,14820000,Vidrio
Industria y maquinaria,Suministros,14830000,Fibras de vidrio
Industria y maquinaria,Suministros,14900000,Materias primas secundarias de recuperación
Industria y maquinaria,Suministros,14910000,Materias primas metálicas secundarias de recuperación
Industria y maquinaria,Suministros,14920000,Materias primas no metálicas secundarias de recuperación
Industria y maquinaria,Suministros,14930000,Cenizas y residuos que contengan metales
Hostelería y restauración,Suministros,15000000,"Alimentos, bebidas, tabaco y productos afines"
Hostelería y restauración,Suministros,15100000,"Productos de origen animal, carne y productos cárnicos"
Hostelería y restauración,Suministros,15110000,Carne
Hostelería y restauración,Suministros,15111000,Carne de bovino
Hostelería y restauración,Suministros,15111100,Carne de vaca
Hostelería y restauración,Suministros,15111200,Carne de ternera
Hostelería y restauración,Suministros,15112000,Aves de corral
Hostelería y restauración,Suministros,15112100,Aves de corral frescas
Hostelería y restauración,Suministros,15112110,Gansos
Hostelería y restauración,Suministros,15112120,Pavos
Hostelería y restauración,Suministros,15112130,Pollos
Hostelería y restauración,Suministros,15112140,Patos
Hostelería y restauración,Suministros,15112300,Hígados de aves de corral
Hostelería y restauración,Suministros,15112310,Foie gras
Hostelería y restauración,Suministros,15113000,Carne de cerdo
Hostelería y restauración,Suministros,15114000,Despojos
Hostelería y restauración,Suministros,15115000,Cordero y carnero
Hostelería y restauración,Suministros,15115100,Cordero
Hostelería y restauración,Suministros,15115200,Carnero
Hostelería y restauración,Suministros,15117000,Carne de cabra
Hostelería y restauración,Suministros,15118000,"Carne de caballo, asno, mulo o burdégano"
Hostelería y restauración,Suministros,15118100,Carne de caballo
Hostelería y restauración,Suministros,15118900,"Carne de asno, mulo o burdégano"
Hostelería y restauración,Suministros,15119000,Carnes diversas
Hostelería y restauración,Suministros,15119100,Carne de conejo
Hostelería y restauración,Suministros,15119200,Carne de liebre
Hostelería y restauración,Suministros,15119300,Caza
Hostelería y restauración,Suministros,15119400,Ancas de rana
Hostelería y restauración,Suministros,15119500,Palomas
Hostelería y restauración,Suministros,15119600,Carne de pescado
Hostelería y restauración,Suministros,15130000,Productos cárnicos
